# 資料庫版本: 2021-08-22
道字典字號	道漢字音粵語音典字號	頁碼	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	韻母組	粵拼讀音	字頭	(輔助檢索用異體)	釋義	釋義本作「同上」	校訂註
D0815	B06K39	8	l	ou	5	5	ou	lou5	虜		奴也。又俘～		
D0816	B06K45	8	l	ou	5	5	ou	lou5	潦		水名		
D0817	B06K54	8	l	ou	6	6	ou	lou6	路		～徑		
D0818	B06K57	8	l	ou	6	6	ou	lou6	賂		賄～		
D0819	B06K64	8	l	ou	6	6	ou	lou6	露		雨～		
D0820	B06L01	8	l	eoi	1	1	eoi	leoi1	蕾		含～，花未開也		
D0821	B06M02	8	l	eoi	4	4	eoi	leoi4	雷		行～		
D0822	B06M05	8	l	eoi	4	4	eoi	leoi4	閭		～巷，～里		
D0823	B06M06	8	l	eoi	4	4	eoi	leoi4	瘰		～癧		
D0824	B06M07	8	l	eoi	4	4	eoi	leoi4	擂		～鼓，～爛		
D0825	B06M18	8	l	eoi	4	4	eoi	leoi4	騾		驢馬合生之獸		
D0826	B06M38	8	l	eoi	5	5	eoi	leoi5	屢		～次		
D0827	B06M28	8	l	eoi	5	5	eoi	leoi5	旅		驛～，行～，師～		
D0828	B06M25	8	l	eoi	5	5	eoi	leoi5	呂	吕	～姓		
D0829	B06M26	8	l	eoi	5	5	eoi	leoi5	侶	侣	～伴		
D0830	B06M45	8	l	eoi	5	5	eoi	leoi5	壘		堡～		
D0831	B06M40	8	l	eoi	5	5	eoi	leoi5	磊		眾石狀。又～落		
D0832	B06M64	8	l	eoi	6	6	eoi	leoi6	類		種～。又似也		
D0833	B06M58	8	l	eoi	6	6	eoi	leoi6	彙	彚	類也		
D0834	B06M56	8	l	eoi	6	6	eoi	leoi6	累		負～，牽～，積～		
D0835	B06M52	8	l	eoi	6	6	eoi	leoi6	戾	戻	乖～，悖～		
D0836	B06M60	8	l	eoi	6	6	eoi	leoi6	慮		思～，謀～		
D0837	B06M54	8	l	eoi	6	6	eoi	leoi6	淚	涙	眼～		
D0838	B06M63	8	l	eoi	6	6	eoi	leoi6	濾		隔澄也		
D0839	B06N01	8	l	oi	4	4	oi	loi4	來		～往。至也		
D0840	B06N13	8	l	oi	6	6	oi	loi6	徠		至也。招～		
D0841	B07C07	8	l	iu	4	4	iu	liu4	寮		官～，茅～		
D0842	B07C16	8	l	iu	4	4	iu	liu4	燎		火燒也		
D0843	B07C01	8	l	iu	4	4	iu	liu4	聊		且也，賴也		
D0844	B07C03	8	l	iu	4	4	iu	liu4	寥		寂也，空也		
D0845	B07C18	8	l	iu	4	4	iu	liu4	瞭		明也		
D0846	B07C10	8	l	iu	4	4	iu	liu4	撩		手取物也		
D0847	B07C19	8	l	iu	4	4	iu	liu4	療		治病也		
D0848	B07C13	8	l	iu	4	4	iu	liu4	遼		遠也		
D0849	B07C04	8	l	iu	4	4	iu	liu4	僚		官～，～友		
D0850	B07C26	8	l	iu	5	5	iu	liu5	了		明～。又完也		
D0851	B07C35	8	l	iu	6	6	iu	liu6	廖		～姓		
D0852	B07C33	8	l	iu	6	6	iu	liu6	料		～度，～理，材～		
D0901	B07D03	9	l	aa	1	1	aa	laa1	啦		語助詞		
D0902	B07D10	9	l	aa	3	3	aa	laa3	罅		漏～		
D0903	B07D09	9	l	aa	3	3	aa	laa3	嘞		語助詞		
D0904	B07D08	9	l	aa	3	3	aa	laa3	喇		～叭		
D0905	B07E06	9	l	o	2	2	o	lo2	裸		露體也		
D0906	B07E12	9	l	o	2	2	o	lo2	攞		取也		
D0907		9	l	o	3	3	o	lo3	咯		語助詞		
D0908	B07F02	9	l	o	4	4	o	lo4	羅		網～。又姓		
D0909	B07F17	9	l	o	4	4	o	lo4	籮		竹～		
D0910	B07F18	9	l	o	4	4	o	lo4	鑼		銅～		
D0911	B07F05	9	l	o	4	4	o	lo4	螺		田～		
D1001	B08A02	10	z	aang	1	1	aang	zaang1	爭	争	～奪，競～		
D1002	B08A03	10	z	aang	1	1	aang	zaang1	踭		手～，腳～		
D1003	B08B03	10	z	aak	1	7	aang	zaak1	側		～邊		
D1004	B08B09	10	z	aak	3	8	aang	zaak3	責		～任，～罰		
D1005	B08B07	10	z	aak	3	8	aang	zaak3	窄		狹～		
D1006	B08B10	10	z	aak	3	8	aang	zaak3	嘖		閒話，嘖有煩言		
D1007	B08B17	10	z	aak	6	9	aang	zaak6	宅		家～		
D1008	B08B20	10	z	aak	6	9	aang	zaak6	澤		恩～，潤～		
D1009	B08B21	10	z	aak	6	9	aang	zaak6	擇		揀～，選～		
D1010	B08B25	10	z	aak	6	9	aang	zaak6	擲		棄～，拋～		
D1011	B08B19	10	z	aak	6	9	aang	zaak6	摘		～花		
D1012	B08B23	10	z	aak	6	9	aang	zaak6	謫		降～，指～		
D1013	B08B18	10	z	aak	6	9	aang	zaak6	翟		姓～		
D1014	B08C01	10	c	aang	1	1	aang	caang1	撑	撐	支～，～船		
D1015	B08C04	10	c	aang	1	1	aang	caang1	罉		瓦～		
D1016	B08C06	10	c	aang	3	3	aang	caang3	睜		～眼		
D1017	B08D04	10	c	aang	4	4	aang	caang4	橙		果名		
D1018	B08E01	10	c	aak	1	7	aang	caak1	測		～量，～度		
D1019	B08E02	10	c	aak	1	7	aang	caak1	惻		～忍		
D1020	B08E03	10	c	aak	3	8	aang	caak3	册	冊	史～。簿也		
D1021	B08E07	10	c	aak	3	8	aang	caak3	策		計～，簡～，～動		
D1022	B08E05	10	c	aak	3	8	aang	caak3	拆		～開，～散		
D1023	B08E13	10	c	aak	6	9	aang	caak6	賊		盜～，～害		
D1024	B08F01	10	s	aang	1	1	aang	saang1	生		～產，～活		
D1025	B08F03	10	s	aang	2	2	aang	saang2	省		減～，～城		
D1026	B08H01	10	s	aak	3	8	aang	saak3	索		～取		
D1027	B08J02	10	g	aang	1	1	aang	gaang1	耕		～種		
D1028	B08J03	10	g	aang	1	1	aang	gaang1	粳		～米		
D1029	B08K02	10	g	aak	3	8	aang	gaak3	革		皮～，改～		
D1030	B08K06	10	g	aak	3	8	aang	gaak3	格		～言，～式。法度，感應		
D1031	B08K09	10	g	aak	3	8	aang	gaak3	隔		阻～，～離		
D1032	B08O01	10	ng	aang	6	6	aang	ngaang6	硬		堅～		
D1033	B08P01	10	ng	aak	1	7	aang	ngaak1	呃		困～，～氣		
D1034	B08P04	10	ng	aak	6	9	aang	ngaak6	額		～頭，數～		
D1035	B09B01	10	b	aang	6	6	aang	baang6	凭		倚～		
D1036	B09C01	10	b	aak	1	7	aang	baak1	廹	迫	強～，逼～，壓～		
D1037	B09C03	10	b	aak	3	8	aang	baak3	百		數名		
D1038	B09C04	10	b	aak	3	8	aang	baak3	伯		叔～，長也		
D1039	B09C10	10	b	aak	6	9	aang	baak6	白		潔素也，明也。～色		
D1040	B09C11	10	b	aak	6	9	aang	baak6	帛		布～，絲～		
D1041	B09C14	10	b	aak	6	9	aang	baak6	蔔		蘿～		
D1101	B09D02	11	p	aang	1	1	aang	paang1	烹		煮也		
D1102	B09E01	11	p	aang	4	4	aang	paang4	朋		～友		
D1103	B09E04	11	p	aang	4	4	aang	paang4	棚		戲～，涼～		
D1104	B09E06	11	p	aang	4	4	aang	paang4	硼		～沙		
D1105	B09E05	11	p	aang	4	4	aang	paang4	彭		盛也，又姓		
D1106	B09E08	11	p	aang	4	4	aang	paang4	澎		水湧也		
D1107	B09E11	11	p	aang	4	4	aang	paang4	膨		～脹		
D1108	B09E14	11	p	aang	4	4	aang	paang4	鵬		大～鳥		
D1109	B09E16	11	p	aang	5	5	aang	paang5	棒		棍～		
D1110	B09F01	11	p	aak	3	8	aang	paak3	拍		～掌，～球		
D1111	B09F09	11	p	aak	3	8	aang	paak3	魄		魂～		
D1112	B09F04	11	p	aak	3	8	aang	paak3	珀		琥～		
D1113	B09F02	11	p	aak	3	8	aang	paak3	帕		手巾		
D1114	B09F03	11	p	aak	3	8	aang	paak3	柏	栢	～樹		
D1115	B09G02	11	m	aang	2	2	aang	maang2	蜢		蚱～		
D1116	B09H01	11	m	aang	4	4	aang	maang4	盲		目不見也		
D1117	B09H06	11	m	aang	5	5	aang	maang5	猛		勇～，威～		
D1118	B09H10	11	m	aang	6	6	aang	maang6	孟		～子，～浪		
D1119	B09I01	11	m	aak	1	7	aang	maak1	嘜		商標		
D1120	B09I02	11	m	aak	1	7	aang	maak1	嚜		商標	Y	
D1121	B09I04	11	m	aak	6	9	aang	maak6	陌		～路，田基也		
D1122	B09J01	11	w	aang	4	4	aang	waang4	橫	横	～直		
D1123	B09K07	11	w	aak	6	9	aang	waak6	惑		迷～		
D1124	B09K03	11	w	aak	6	9	aang	waak6	或		～者		
D1125	B09K09	11	w	aak	6	9	aang	waak6	劃		計～，剖～		
D1126	B09K08	11	w	aak	6	9	aang	waak6	畫	畵	（界限也）繪也。策～		
D1127	B09L01	11	gw	aang	6	6	aang	gwaang6	逛		遊～		
D1128	B09N01	11	kw	aang	1	1	aang	kwaang1	框		門架也		
D1129	B09N02	11	kw	aang	1	1	aang	kwaang1	眶		眼～		
D1130	B09O03	11		aang	1	1	aang	aang1	罌		瓦器		
D1131	B09P01	11		aak	1	7	aang	aak1	厄		困窮也，阻難也		
D1132	B09P05	11		aak	1	7	aang	aak1	扼		持也，抑也		
D1133	B09P13	11		aak	3	8	aang	aak3	鈪		手～		
D1134	B09Q02	11	h	aang	1	1	aang	haang1	坑		～坎，阱也。山～		
D1135	B09Q03	11	h	aang	1	1	aang	haang1	桁		屋上的橫木		
D1136	B09R01	11	h	aang	4	4	aang	haang4	行		～走		
D1137	B09R02	11	h	aang	4	4	aang	haang4	衡		平～，權～		
D1138	B09S06	11	h	aak	1	7	aang	haak1	黑	黒	～色		
D1139	B09S01	11	h	aak	1	7	aang	haak1	克		能也，勝也		
D1140	B09S02	11	h	aak	1	7	aang	haak1	刻		時～		
D1141	B09S07	11	h	aak	1	7	aang	haak1	赫		明也，盛也		
D1142	B09S03	11	h	aak	1	7	aang	haak1	剋	尅	壓服也。～制		
D1143	B09S08	11	h	aak	3	8	aang	haak3	客		賓～		
D1201	B09S11	12	h	aak	3	8	aang	haak3	嚇		怒也。恐～		
D1202	B10A19	12	z	ing	1	1	ing	zing1	精		～粗，～靈。妙也		
D1203	B10A04	12	z	ing	1	1	ing	zing1	征		往也		
D1204	B10A21	12	z	ing	1	1	ing	zing1	徵	徴	證也，明也。～求		
D1205	B10A05	12	z	ing	1	1	ing	zing1	貞		正也，潔也。～節		
D1206	B10A08	12	z	ing	1	1	ing	zing1	偵		～察		
D1207	B10A14	12	z	ing	1	1	ing	zing1	睛		眼～		
D1208	B10A18	12	z	ing	1	1	ing	zing1	蒸		進也。～煮，～嘗		
D1209	B10A13	12	z	ing	1	1	ing	zing1	禎		～祥		
D1210	B10A09	12	z	ing	1	1	ing	zing1	晶		日光也。水～，結～		
D1211	B10A29	12	z	ing	2	2	ing	zing2	整		修～，齊～		
D1212	B10A28	12	z	ing	2	2	ing	zing2	井		整齊，～然		
D1213	B10A32	12	z	ing	3	3	ing	zing3	政		國事也。～治		
D1214	B10A31	12	z	ing	3	3	ing	zing3	正		公～，更～		
D1215	B10A35	12	z	ing	3	3	ing	zing3	證		～實，明～		
D1216	B10A33	12	z	ing	3	3	ing	zing3	症		病～		
D1217	B10A34	12	z	ing	3	3	ing	zing3	証		～據		
D1218	B10B07	12	z	ing	6	6	ing	zing6	靜	静	寂寞也，定也		
D1219		12	z	ing	6	6	ing	zing6	剩		有餘也		
D1220	B10B04	12	z	ing	6	6	ing	zing6	淨	净|凈|浄	潔～		
D1221	B10B05	12	z	ing	6	6	ing	zing6	靖		安～，謀也		
D1222	B10B01	12	z	ing	6	6	ing	zing6	阱		陷～		
D1223	B10C21	12	z	ik	1	7	ing	zik1	積		～聚		
D1224	B10C28	12	z	ik	1	7	ing	zik1	織		～布，～機		
D1225	B10C27	12	z	ik	1	7	ing	zik1	職		～官，～位		
D1226	B10C02	12	z	ik	1	7	ing	zik1	即	卽	～時，就也		
D1227	B10C18	12	z	ik	1	7	ing	zik1	稷		黍～，社～		
D1228	B10C12	12	z	ik	1	7	ing	zik1	跡		形～，踪～		
D1229	B10C07	12	z	ik	1	7	ing	zik1	唧	喞	啾～，蟲聲		
D1230	B10C26	12	z	ik	1	7	ing	zik1	績		功～，成～		
D1231	B10C17	12	z	ik	1	7	ing	zik1	漬		水～		
D1232	B10C25	12	z	ik	1	7	ing	zik1	蹟		仝跡		
D1233	B10C32	12	z	ik	3	8	ing	zik3	瘠		瘦弱		
D1234	B10C36	12	z	ik	6	9	ing	zik6	直		正～，伸～		
D1235	B10C40	12	z	ik	6	9	ing	zik6	值	値	遇也。價～		
D1236	B10C39	12	z	ik	6	9	ing	zik6	席		几～，牀～		
D1237	B10C51	12	z	ik	6	9	ing	zik6	藉		～賴		
D1238	B10C52	12	z	ik	6	9	ing	zik6	籍		～貫，書～		
D1239	B10C34	12	z	ik	6	9	ing	zik6	夕		朝～，夜也		
D1240	B10C43	12	z	ik	6	9	ing	zik6	寂		～寞		
D1241	B10C46	12	z	ik	6	9	ing	zik6	殖		生～		
D1242	B10C47	12	z	ik	6	9	ing	zik6	植		種～，～立		
D1243	B10D07	12	c	ing	1	1	ing	cing1	稱		～呼		
D1244	B10D01	12	c	ing	1	1	ing	cing1	青	靑	～色		
D1245	B10D03	12	c	ing	1	1	ing	cing1	清	淸	～潔		
D1246	B10D08	12	c	ing	1	1	ing	cing1	蜻		～蜓		
D1247	B10D16	12	c	ing	2	2	ing	cing2	請		邀來		
D1248	B10D14	12	c	ing	2	2	ing	cing2	逞		務也，誇也，成也		
D1249	B10D12	12	c	ing	2	2	ing	cing2	拯		舉也。～救，援也		
D1301	B10D20	13	c	ing	3	3	ing	cing3	稱		合也，當也		
D1302	B10D18	13	c	ing	3	3	ing	cing3	秤		～物之輕重也		
D1303	B10E03	13	c	ing	4	4	ing	cing4	情		～理，性～		
D1304	B10E07	13	c	ing	4	4	ing	cing4	晴		天～，雨止		
D1305	B10E01	13	c	ing	4	4	ing	cing4	呈		～遞，～露		
D1306	B10E02	13	c	ing	4	4	ing	cing4	埕		酒～		
D1307	B10E04	13	c	ing	4	4	ing	cing4	程		路～，章～		
D1308	B10E12	13	c	ing	4	4	ing	cing4	懲		～治，～戒		
D1309	B10E10	13	c	ing	4	4	ing	cing4	澄		～清		
D1310	B10F05	13	c	ik	1	7	ing	cik1	勅		天子制書曰～令		
D1311	B10F08	13	c	ik	1	7	ing	cik1	戚		憂～，親～。心內不安		
D1312	B10F02	13	c	ik	1	7	ing	cik1	斥		～逐，～責		
D1313	B10F03	13	c	ik	1	7	ing	cik1	叱		呵～，怒罵也		
D1314	B10F18	13	c	ik	3	8	ing	cik3	赤		～色		
D1315		13	n	ing	1	1	ing	ning1	擰		用手携物		
D1316	B10H01	13	n	ing	4	4	ing	ning4	寕	寜|寧	心安也，願也		
D1317	B10H06	13	n	ing	4	4	ing	ning4	𤡛	獰	惡貌		
D1318	B10H07	13	n	ing	4	4	ing	ning4	檸		～檬		
D1319	B10H10	13	n	ing	6	6	ing	ning6	佞		迷信。又利口花詞		
D1320	B10I03	13	n	ik	1	7	ing	nik1	匿		藏～		
D1321	B10I11	13	n	ik	6	9	ing	nik6	溺		況～，～愛。又小便也		
D1322	B10J01	13	s	ing	1	1	ing	sing1	升		登也。又十両為～		
D1323	B10J05	13	s	ing	1	1	ing	sing1	星		～晨，～宿		
D1324	B10J04	13	s	ing	1	1	ing	sing1	昇		～平，晃也		
D1325	B10J16	13	s	ing	1	1	ing	sing1	聲		～音		
D1326	B10J07	13	s	ing	1	1	ing	sing1	旌		～旗		
D1327	B10J06	13	s	ing	1	1	ing	sing1	陞		高～		
D1328	B10J09	13	s	ing	1	1	ing	sing1	猩		～～，獸名		
D1329	B10J17	13	s	ing	2	2	ing	sing2	省		視察，自檢		
D1330	B10J20	13	s	ing	2	2	ing	sing2	醒		睡～，明～		
D1331	B10J23	13	s	ing	3	3	ing	sing3	姓		～氏		
D1332	B10J25	13	s	ing	3	3	ing	sing3	聖		～人，神～		
D1333	B10J24	13	s	ing	3	3	ing	sing3	勝		～利		
D1334	B10J22	13	s	ing	3	3	ing	sing3	性		品～，～情		
D1335	B10K01	13	s	ing	4	4	ing	sing4	成		遂也。～功，～就		
D1336	B10K05	13	s	ing	4	4	ing	sing4	城		～市，～廓		
D1337	B10K12	13	s	ing	4	4	ing	sing4	誠		虔～，信實也		
D1338	B10K03	13	s	ing	4	4	ing	sing4	承		下～上也。奉～		
D1339	B10K08	13	s	ing	4	4	ing	sing4	乘	乗	～坐，～勢，～機		
D1340	B10K15	13	s	ing	4	4	ing	sing4	繩		～索，～守		
D1341	B10K02	13	s	ing	4	4	ing	sing4	丞		～相		
D1342	B10K18	13	s	ing	6	6	ing	sing6	盛		豐～，～世		
D1343	B10K19	13	s	ing	6	6	ing	sing6	剩		餘～		
D1344	B10L01	13	s	ik	1	7	ing	sik1	式		格～		
D1345	B10L43	13	s	ik	1	7	ing	sik1	識		相～，知～		
D1346	B10L31	13	s	ik	1	7	ing	sik1	適		往也。又安～，合也		
D1401	B10L38	14	s	ik	1	7	ing	sik1	蟋		～蟀		
D1402	B10L08	14	s	ik	1	7	ing	sik1	惜		愛～		
D1403	B10L09	14	s	ik	1	7	ing	sik1	悉		知也，詳盡也		
D1404	B10L06	14	s	ik	1	7	ing	sik1	息		安～，停～		
D1405	B10L17	14	s	ik	1	7	ing	sik1	媳		～婦		
D1406	B10L05	14	s	ik	1	7	ing	sik1	拭		抹也，刷～		
D1407	B10L46	14	s	ik	1	7	ing	sik1	釋		散也。解～		
D1408	B10L03	14	s	ik	1	7	ing	sik1	昔		往日也		
D1409	B10L36	14	s	ik	1	7	ing	sik1	錫		賜也。又五金名		
D1410	B10L22	14	s	ik	1	7	ing	sik1	熄		～火		
D1411	B10L16	14	s	ik	1	7	ing	sik1	飾		首～，修～		
D1412	B10L15	14	s	ik	1	7	ing	sik1	飭		令也		
D1413	B10L04	14	s	ik	1	7	ing	sik1	析		分～		
D1414	B10L02	14	s	ik	1	7	ing	sik1	色		顏～		
D1415	B10L27	14	s	ik	1	7	ing	sik1	澀		不滑		
D1416	B10L49	14	s	ik	6	9	ing	sik6	食		飲～		
D1417	B10L50	14	s	ik	6	9	ing	sik6	蝕		侵～，日～		
D1418	B10M03	14	j	ing	1	1	ing	jing1	英		～雄，～明		
D1419	B10M07	14	j	ing	1	1	ing	jing1	應		～承，～該		
D1420	B10M10	14	j	ing	1	1	ing	jing1	嬰		～兒		
D1421	B10M15	14	j	ing	1	1	ing	jing1	櫻		～花		
D1422	B10M20	14	j	ing	1	1	ing	jing1	鸚		～鵡		
D1423	B10M19	14	j	ing	1	1	ing	jing1	鷹		麻～		
D1424	B10M21	14	j	ing	2	2	ing	jing2	映		仝影		
D1425	B10M23	14	j	ing	2	2	ing	jing2	影		形～，～相		
D1426	B10M25	14	j	ing	3	3	ing	jing3	應		答～		
D1427	B10N01	14	j	ing	4	4	ing	jing4	仍		因也，復也		
D1428	B10N32	14	j	ing	4	4	ing	jing4	營		～盤，經～		
D1429	B10N02	14	j	ing	4	4	ing	jing4	刑	𠛬	～法		
D1430	B10N03	14	j	ing	4	4	ing	jing4	形		～容		
D1431	B10N08	14	j	ing	4	4	ing	jing4	迎		～接		
D1432	B10N09	14	j	ing	4	4	ing	jing4	型		法則也。典～		
D1433	B10N13	14	j	ing	4	4	ing	jing4	盈		滿也		
D1434	B10N29	14	j	ing	4	4	ing	jing4	螢		～火蟲		
D1435	B10N35	14	j	ing	4	4	ing	jing4	蠅		蒼～		
D1436	B10N26	14	j	ing	4	4	ing	jing4	凝		～結		
D1437	B10N30	14	j	ing	4	4	ing	jing4	嬴		滿也，餘也		
D1438	B10N42	14	j	ing	6	6	ing	jing6	認		記～，辨～		
D1439	B10O03	14	j	ik	1	7	ing	jik1	益		利～，增～		
D1440	B10O02	14	j	ik	1	7	ing	jik1	抑		～揚，～或		
D1441	B10O07	14	j	ik	1	7	ing	jik1	憶		思～		
D1442	B10O06	14	j	ik	1	7	ing	jik1	億		十萬曰～		
D1443	B10O18	14	j	ik	6	9	ing	jik6	亦		又也，再也		
D1444	B10O34	14	j	ik	6	9	ing	jik6	腋		～膈		
D1445	B10O29	14	j	ik	6	9	ing	jik6	液		津～		
D1446	B10O33	14	j	ik	6	9	ing	jik6	翌		明日也		
D1447	B10O19	14	j	ik	6	9	ing	jik6	役		使～		
D1448	B10O21	14	j	ik	6	9	ing	jik6	易		交～		
D1449	B10O26	14	j	ik	6	9	ing	jik6	逆		不順也		
D1450	B10O42	14	j	ik	6	9	ing	jik6	翼		羽～		
D1451	B10O23	14	j	ik	6	9	ing	jik6	奕		大也		
D1452	B10O46	14	j	ik	6	9	ing	jik6	譯		傳～，繙～		
D1453	B10O25	14	j	ik	6	9	ing	jik6	疫		瘟～		
D1454	B10P01	14	g	ing	1	1	ing	ging1	京		國都也，又大也		
D1455	B10P07	14	g	ing	1	1	ing	ging1	經		～書，～營，～濟		
D1456	B10P04	14	g	ing	1	1	ing	ging1	荊	荆	～棘		
D1457	B10P09	14	g	ing	1	1	ing	ging1	驚		～慌		
D1458	B10P08	14	g	ing	1	1	ing	ging1	兢		小心也		
D1459	B10P02	14	g	ing	1	1	ing	ging1	矜		～誇，模範也		
D1460	B10P19	14	g	ing	2	2	ing	ging2	警		～戒，～悟		
D1461	B10P11	14	g	ing	2	2	ing	ging2	竟		究～，畢～		
D1462	B10P12	14	g	ing	2	2	ing	ging2	景		明也。～色，光～		
D1501	B10P14	15	g	ing	2	2	ing	ging2	境		～地，處～		
D1502	B10P25	15	g	ing	3	3	ing	ging3	敬		恭～，謹～		
D1503	B10P22	15	g	ing	3	3	ing	ging3	逕		直也，至也，近也		
D1504	B10P23	15	g	ing	3	3	ing	ging3	莖		草木枝條也		
D1505	B10Q04	15	g	ing	6	6	ing	ging6	競		～爭		
D1506	B10Q02	15	g	ing	6	6	ing	ging6	徑		路之小者，又直也		
D1507	B10Q01	15	g	ing	6	6	ing	ging6	勁		堅也，強也		
D1508	B10R08	15	g	ik	1	7	ing	gik1	激		感～，奮～		
D1509	B10R05	15	g	ik	1	7	ing	gik1	㦸	戟	兵器		
D1510	B10R03	15	g	ik	1	7	ing	gik1	棘		荊～		
D1511	B10R10	15	g	ik	1	7	ing	gik1	擊	撃	敲～，打～		
D1512	B10R14	15	g	ik	6	9	ing	gik6	極		至也，甚也		
D1513	B10S02	15	k	ing	1	1	ing	king1	傾		～敗，～談，～聽		
D1514	B10S03	15	k	ing	2	2	ing	king2	頃		～刻。百畝曰～		
D1515	B10T14	15	k	ing	4	4	ing	king4	瓊		玉石		
D1516	B10T04	15	k	ing	4	4	ing	king4	琼		玉石	Y	
D1517	B10T12	15	k	ing	4	4	ing	king4	擎		舉高也		
D1518	B10T15	15	k	ing	4	4	ing	king4	鯨		～魚		
D1519	B11A01	15	d	ing	1	1	ing	ding1	丁		人～		
D1520	B11A03	15	d	ing	1	1	ing	ding1	汀		海邊水際平地		
D1521	B11A02	15	d	ing	1	1	ing	ding1	仃		伶～		
D1522	B11A07	15	d	ing	1	1	ing	ding1	疔		～瘡		
D1523	B11A14	15	d	ing	2	2	ing	ding2	頂		頭～，承～		
D1524	B11A15	15	d	ing	2	2	ing	ding2	鼎		鐘～，又茶～		
D1525	B11A17	15	d	ing	3	3	ing	ding3	訂		參～，～明		
D1526	B11B02	15	d	ing	6	6	ing	ding6	定		安～，靜～，止也		
D1527	B11C01	15	d	ik	1	7	ing	dik1	的		明也，確也。目～		
D1528	B11C06	15	d	ik	1	7	ing	dik1	滴		涓～		
D1529	B11C07	15	d	ik	1	7	ing	dik1	嫡		～庶，正妻也		
D1530	B11C12	15	d	ik	6	9	ing	dik6	狄		夷～		
D1531	B11C13	15	d	ik	6	9	ing	dik6	廸	迪	進也		
D1532	B11C22	15	d	ik	6	9	ing	dik6	敵		對～，仇～		
D1533	B11C17	15	d	ik	6	9	ing	dik6	滌		～蕩，洗～		
D1534	B11D04	15	t	ing	3	3	ing	ting3	聼	聽	～聞		
D1535	B11E03	15	t	ing	4	4	ing	ting4	庭		家～，門～		
D1536	B11E01	15	t	ing	4	4	ing	ting4	廷		朝～		
D1537	B11E02	15	t	ing	4	4	ing	ting4	亭		～臺		
D1538	B11E05	15	t	ing	4	4	ing	ting4	停		～歇，～止		
D1539	B11E06	15	t	ing	4	4	ing	ting4	婷		娉～		
D1540	B11E08	15	t	ing	4	4	ing	ting4	蜓		蜻～		
D1541	B11E15	15	t	ing	5	5	ing	ting5	挺		直也，特也		
D1542	B11F04	15	t	ik	1	7	ing	tik1	剔		挑～		
D1543	B11F06	15	t	ik	1	7	ing	tik1	惕		憂懼也。警～		
D1544	B11G03	15	b	ing	1	1	ing	bing1	乒		～乓波		
D1545	B11G05	15	b	ing	1	1	ing	bing1	兵		官～，操～		
D1546	B11G04	15	b	ing	1	1	ing	bing1	冰		～雪		
D1547	B11G09	15	b	ing	2	2	ing	bing2	丙		～丁，光明也		
D1548	B11G11	15	b	ing	2	2	ing	bing2	秉		～直，～正		
D1549	B11G14	15	b	ing	2	2	ing	bing2	炳		火光明也		
D1601	B11G20	16	b	ing	3	3	ing	bing3	併	倂	兼也		
D1602	B11H04	16	b	ing	6	6	ing	bing6	並		比～，兼～		
D1603	B11H06	16	b	ing	6	6	ing	bing6	病		疾～		
D1604	B11H03	16	b	ing	6	6	ing	bing6	併	倂	兼～，合～		
D1605	B11H01	16	b	ing	6	6	ing	bing6	并	幷	仝並		
D1606	B11I01	16	b	ik	1	7	ing	bik1	廹	迫	強～		
D1607	B11I10	16	b	ik	1	7	ing	bik1	逼		～廹，～窄		
D1608	B11I11	16	b	ik	1	7	ing	bik1	碧		深綠色		
D1609	B11I13	16	b	ik	1	7	ing	bik1	壁		牆～		
D1610	B11I14	16	b	ik	1	7	ing	bik1	𤩹		～玉，圭～		
D1611	B11J05	16	p	ing	1	1	ing	ping1	娉		～婷		
D1612	B11J10	16	p	ing	3	3	ing	ping3	聘		～問，禮～		
D1613	B11J08	16	p	ing	3	3	ing	ping3	拚		～音，比～		
D1614	B11K01	16	p	ing	4	4	ing	ping4	平		公～，昇～，～正		
D1615	B11K12	16	p	ing	4	4	ing	ping4	屏	屛	～風		
D1616	B11K19	16	p	ing	4	4	ing	ping4	評		～論，品～		
D1617	B11K20	16	p	ing	4	4	ing	ping4	萍		浮～		
D1618	B11K06	16	p	ing	4	4	ing	ping4	姘		男女私合		
D1619	B11K13	16	p	ing	4	4	ing	ping4	瓶	甁	花～		
D1620	B11L02	16	p	ik	1	7	ing	pik1	辟		大～，又君也，法也		
D1621	B11L03	16	p	ik	1	7	ing	pik1	僻		偏～，～陋		
D1622	B11L12	16	p	ik	1	7	ing	pik1	闢		開～		
D1623	B11L08	16	p	ik	1	7	ing	pik1	癖		嗜好也，又腹病		
D1624	B11L11	16	p	ik	1	7	ing	pik1	霹		～靂，雷聲		
D1625	B11M02	16	m	ing	4	4	ing	ming4	明		光～，～白		
D1626	B11M01	16	m	ing	4	4	ing	ming4	名		～號，功名		
D1627	B11M04	16	m	ing	4	4	ing	ming4	冥		幽～，～暗		
D1628	B11M10	16	m	ing	4	4	ing	ming4	鳴		～聲		
D1629	B11M16	16	m	ing	5	5	ing	ming5	茗		茶～		
D1630	B11M21	16	m	ing	5	5	ing	ming5	銘		心記也		
D1631	B11M20	16	m	ing	5	5	ing	ming5	酩		～酊，醉酒也		
D1632	B11M15	16	m	ing	5	5	ing	ming5	皿		器～		
D1633	B11M23	16	m	ing	6	6	ing	ming6	命		性～		
D1634	B11N05	16	m	ik	6	9	ing	mik6	覓		尋～		
