# 資料庫版本: 2020-06-14
序號	頁碼	勘誤表頁碼	音節組	字頭	兼容字頭	讀音	聲調	讀音分類	讀音備註	釋義	字條校訂註	義項#	讀音#
045.0.06.0.11	29		cháu	罩		cháu꜄	陰去					1/1	1/1
045.0.07.0.11	29		cháu	笊		cháu꜄	陰去					1/1	1/1
045.0.08.0.11	29		cháu	𦻐		cháu꜄	陰去					1/1	1/1
045.0.09.0.11	29		cháu	踔		cháu꜄	陰去					1/1	1/1
045.0.10.0.11	29		cháu	櫂|棹|掉		cháu꜄	陰去					1/1	1/1
046.0.01.0.11	29		ch‘áu	抄		꜀ch‘áu	陰平					1/1	1/1
046.0.02.0.11	29		ch‘áu	巢		꜁ch‘áu	陽平					1/1	1/1
046.0.03.0.11	30		ch‘áu	漅		꜁ch‘áu	陽平					1/1	1/2
046.0.03.0.12	30		ch‘áu	漅		꜀tsiú	陰平	ALSO_PRO				1/1	2/2
046.0.04.0.11	30		ch‘áu	窠		꜁ch‘áu	陽平			A nest in the cave. Erroneously read [꜀wo] in the Fan Wan.		1/1	1/1
046.0.05.0.11	30		ch‘áu	轈		꜁ch‘áu	陽平					1/1	1/1
046.0.06.0.11	30		ch‘áu	炒		꜂ch‘áu	陰上					1/1	1/1
046.0.07.0.11	30		ch‘áu	吵		꜂ch‘áu	陰上					1/1	1/1
046.0.08.0.11	30		ch‘áu	鈔|抄		ch‘áu꜄	陰去					1/1	1/1
047.0.01.0.11	30		ché	遮		꜀ché	陰平					1/1	1/1
047.0.02.0.11	30		ché	者		꜂ché	陰上					1/1	1/1
047.0.03.0.11	31		ché	赭		꜂ché	陰上					1/1	1/1
047.0.04.0.11	31		ché	啫		ché꜄	陰去					1/1	1/1
047.0.05.0.11	31		ché	蔗|樜		ché꜄	陰去					1/1	1/1
047.0.06.0.11	31		ché	柘		ché꜄	陰去					1/1	1/1
047.0.07.0.11	31		ché	鷓		ché꜄	陰去					1/1	1/1
047.0.08.0.11	31		ché	這		ché꜄	陰去					1/1	1/1
048.0.01.0.11	31		ch‘é	奢		꜀ch‘é	陰平					1/1	1/1
048.0.02.0.11	31		ch‘é	車		꜀ch‘é	陰平					1/1	1/1
048.0.03.0.11	31		ch‘é	且		꜂ch‘é	陰上					1/1	1/1
048.0.04.0.11	31		ch‘é	撦|抯|扯		꜂ch‘é	陰上					1/1	1/1
049.0.01.0.11	32		chéuk	着|著		chéuk꜆	陰入					1/1	1/2
049.0.01.0.12	32		chéuk	着|著		chéuk꜇	陽入					1/1	2/2
049.0.02.0.11	32		chéuk	妁		chéuk꜆	陰入					1/1	1/1
049.0.03.0.11	32		chéuk	勺		chéuk꜆	陰入					1/1	1/1
049.0.04.0.11	32		chéuk	灼		chéuk꜆	陰入					1/1	1/1
049.0.05.0.11	32		chéuk	酌		chéuk꜆	陰入					1/1	1/1
049.0.06.0.11	32		chéuk	杓		chéuk꜆	陰入					1/1	1/1
049.0.07.0.11	32		chéuk	芍		chéuk꜆	陰入					1/1	1/1
049.0.08.0.11	32		chéuk	禚		chéuk꜆	陰入					1/1	1/1
049.0.09.0.11	32		chéuk	斫		chéuk꜆	陰入					1/1	1/1
050.0.01.0.11	33		ch‘éuk	卓		ch‘éuk꜆	陰入					1/1	1/1
050.0.02.0.11	33		ch‘éuk	倬		ch‘éuk꜆	陰入					1/1	1/1
050.0.03.0.11	33		ch‘éuk	棹		ch‘éuk꜆	陰入					1/1	1/1
050.0.04.0.11	33		ch‘éuk	綽		ch‘éuk꜆	陰入					1/1	1/1
050.0.05.0.11	33		ch‘éuk	戳		ch‘éuk꜆	陰入					1/1	1/1
051.0.01.0.11	33		chéung	張		꜀chéung	陰平					1/1	1/1
051.0.02.0.11	33		chéung	章		꜀chéung	陰平					1/1	1/1
051.0.03.0.11	33		chéung	嫜		꜀chéung	陰平					1/1	1/1
051.0.04.0.11	33		chéung	彰		꜀chéung	陰平					1/1	1/1
051.0.05.0.11	33		chéung	慞		꜀chéung	陰平					1/1	1/1
051.0.06.0.11	33		chéung	樟		꜀chéung	陰平					1/1	1/1
051.0.07.0.11	34		chéung	漳		꜀chéung	陰平					1/1	1/1
051.0.08.0.11	34		chéung	璋		꜀chéung	陰平					1/1	1/1
051.0.09.0.11	34		chéung	鄣		꜀chéung	陰平					1/1	1/1
051.0.10.0.11	34		chéung	麞		꜀chéung	陰平					1/1	1/1
051.0.11.0.11	34		chéung	掌		꜂chéung	陰上					1/1	1/1
051.0.12.0.11	34		chéung	長		꜂chéung	陰上					1/1	1/1
051.0.13.0.11	34		chéung	悵		chéung꜄	陰去					1/1	1/1
051.0.14.0.11	34		chéung	帳		chéung꜄	陰去					1/1	1/1
051.0.15.0.11	34		chéung	賬		chéung꜄	陰去					1/1	1/1
051.0.16.0.11	35		chéung	漲		chéung꜄	陰去					1/1	1/1
051.0.17.0.11	35		chéung	脹		chéung꜄	陰去					1/1	1/1
051.0.18.0.11	35		chéung	瘴		chéung꜄	陰去					1/1	1/1
051.0.19.0.11	35		chéung	障		chéung꜄	陰去					1/1	1/1
051.0.20.0.11	35		chéung	丈		chéung꜅	陽去					1/1	1/1
051.0.21.0.11	35		chéung	杖		chéung꜅	陽去					1/1	1/1
051.0.22.0.11	35		chéung	仗		chéung꜅	陽去					1/1	1/1
052.0.01.0.11	35		ch‘éung	昌		꜀ch‘éung	陰平					1/1	1/1
052.0.02.0.11	36		ch‘éung	猖		꜀ch‘éung	陰平					1/1	1/1
052.0.03.0.11	36		ch‘éung	倡		꜀ch‘éung	陰平			To lead, to go before, to seduce or induce; a leader; an example, a guide; used for the last and next; [꜀ch‘éung tò꜅] to show the way; [꜀ch‘éung ꜀sín], to speak first; [꜀ch‘éung sut꜆], to lead on; [꜀ch‘éung ꜁t‘au], a leader; [꜀ch‘éung lün꜅] to head a riot.		1/1	1/1
052.0.04.0.11	36		ch‘éung	娼		꜀ch‘éung	陰平					1/1	1/1
052.0.05.0.11	36		ch‘éung	菖		꜀ch‘éung	陰平					1/1	1/1
052.0.06.0.11	36		ch‘éung	閶		꜀ch‘éung	陰平					1/1	1/1
052.0.07.0.11	36		ch‘éung	窓|窗|牕		꜀ch‘éung	陰平					1/1	1/1
052.0.08.0.11	36		ch‘éung	帽		꜀ch‘éung	陰平					1/1	1/1
052.0.09.0.11	36		ch‘éung	長		꜁ch‘éung	陽平					1/1	1/1
052.0.10.0.11	36		ch‘éung	萇		꜁ch‘éung	陽平					1/1	1/1
052.0.11.0.11	36		ch‘éung	腸		꜁ch‘éung	陽平					1/1	1/1
052.0.12.0.11	37		ch‘éung	塲		꜁ch‘éung	陽平					1/1	1/1
052.0.13.0.11	37		ch‘éung	償		꜁ch‘éung	陽平					1/1	1/2
052.0.13.0.12	37		ch‘éung	償		꜁shéung	陽平	CORRECTLY_READ				1/1	2/2
052.0.14.0.11	37		ch‘éung	韔		ch‘éung꜄	陰去					1/1	1/1
052.0.15.0.11	37		ch‘éung	唱		ch‘éung꜄	陰去					1/1	1/1
052.0.16.0.11	37		ch‘éung	暢		ch‘éung꜄	陰去					1/1	1/1
052.0.17.0.11	37		ch‘éung	鬯		ch‘éung꜄	陰去					1/1	1/1
053.0.01.0.11	37		chí	知		꜀chí	陰平					1/1	1/1
053.0.02.0.11	38		chí	蜘		꜀chí	陰平					1/1	1/1
053.0.03.0.11	38		chí	之		꜀chí	陰平					1/1	1/1
053.0.04.0.11	38		chí	芝		꜀chí	陰平					1/1	1/1
053.0.05.0.11	38		chí	支		꜀chí	陰平					1/1	1/1
053.0.06.0.11	38		chí	吱		꜀chí	陰平					1/1	1/1
053.0.07.0.11	38		chí	枝		꜀chí	陰平					1/1	1/1
053.0.08.0.11	38		chí	肢		꜀chí	陰平					1/1	1/1
053.0.09.0.11	38		chí	脂		꜀chí	陰平					1/1	1/1
053.0.10.0.11	38		chí	巵		꜀chí	陰平					1/1	1/1
053.0.11.0.11	39		chí	梔		꜀chí	陰平					1/1	1/1
053.0.12.0.11	39		chí	止		꜂chí	陰上					1/1	1/1
053.0.13.0.11	39		chí	址		꜂chí	陰上					1/1	1/1
053.0.14.0.11	39		chí	沚		꜂chí	陰上					1/1	1/1
053.0.15.0.11	39		chí	祉		꜂chí	陰上					1/1	1/1
053.0.16.0.11	39		chí	趾		꜂chí	陰上					1/1	1/1
053.0.17.0.11	39		chí	阯		꜂chí	陰上					1/1	1/1
053.0.18.0.11	39		chí	旨		꜂chí	陰上					1/1	1/1
053.0.19.0.11	39		chí	指		꜂chí	陰上					1/1	1/1
053.0.20.0.11	39		chí	黹		꜂chí	陰上					1/1	1/1
053.0.21.0.11	39		chí	帋|紙		꜂chí	陰上					1/1	1/1
053.0.22.0.11	40		chí	祗		꜂chí	陰上					1/1	1/1
053.0.23.0.11	40		chí	咫		꜂chí	陰上					1/1	1/1
053.0.24.0.11	40		chí	枳		꜂chí	陰上					1/1	1/1
053.0.25.0.11	40		chí	軹		꜂chí	陰上					1/1	1/1
053.0.26.0.11	40		chí	𫪦		chí꜄	陰去					1/1	1/1
053.0.27.0.11	40		chí	志		chí꜄	陰去					1/1	1/1
053.0.28.0.11	40		chí	誌|識		chí꜄	陰去					1/1	1/1
053.0.29.0.11	40		chí	痣		chí꜄	陰去					1/1	1/1
053.0.30.0.11	40		chí	至		chí꜄	陰去					1/1	1/1
053.0.31.0.11	40		chí	致		chí꜄	陰去					1/1	1/1
053.0.32.0.11	9*		chí	緻		chí꜄	陰去					1/1	1/1
053.0.33.0.11	9*		chí	輊		chí꜄	陰去					1/1	1/1
053.0.34.0.11	9*		chí	觶		chí꜄	陰去					1/1	1/1
053.0.35.0.11	9*		chí	摯		chí꜄	陰去					1/1	1/1
053.0.36.0.11	9*		chí	贅		chí꜄	陰去					1/1	1/1
053.0.37.0.11	9*		chí	鷙		chí꜄	陰去					1/1	1/1
053.0.38.0.11	9*		chí	質		chí꜄	陰去					1/1	1/1
053.0.39.0.11	9*		chí	躓		chí꜄	陰去					1/1	1/1
053.0.40.0.11	9*		chí	智		chí꜄	陰去					1/1	1/1
053.0.41.0.11	9*		chí	置|寘		chí꜄	陰去					1/1	1/1
053.0.42.0.11	9*		chí	疐		chí꜄	陰去					1/1	1/1
053.0.43.0.11	9*		chí	治		chí꜅	陽去					1/1	1/1
053.0.44.0.11	10*		chí	值		chí꜅	陽去					1/1	1/1
053.0.45.0.11	10*		chí	雉		chí꜅	陽去					1/1	1/1
053.0.46.0.11	10*		chí	穉|稚		chí꜅	陽去					1/1	1/1
053.0.47.0.11	10*		chí	彘		chí꜅	陽去					1/1	1/1
053.0.48.0.11	10*		chí	痔		chí꜅	陽去					1/1	1/1
054.0.01.0.11	10*		ch‘í	癡|痴		꜀ch‘í	陰平					1/1	1/1
054.0.02.0.11	10*		ch‘í	胝		꜀ch‘í	陰平					1/1	1/1
054.0.03.0.11	10*		ch‘í	鴟		꜀ch‘í	陰平					1/1	1/1
054.0.04.0.11	10*		ch‘í	笞		꜀ch‘í	陰平					1/1	1/1
054.0.05.0.11	10*		ch‘í	呞|𪗪		꜀ch‘í	陰平					1/1	1/1
054.0.06.0.11	10*		ch‘í	褫		꜀ch‘í	陰平					1/1	1/1
054.0.07.0.11	10*		ch‘í	𥼝|黐		꜀ch‘í	陰平					1/1	1/1
054.0.08.0.11	10*		ch‘í	蚩		꜀ch‘í	陰平					1/1	1/1
054.0.09.0.11	10*		ch‘í	嗤		꜀ch‘í	陰平					1/1	1/1
054.0.10.0.11	11*		ch‘í	媸		꜀ch‘í	陰平					1/1	1/1
054.0.11.0.11	11*		ch‘í	墀		꜁ch‘í	陽平					1/1	1/1
054.0.12.0.11	11*		ch‘í	遲		꜁ch‘í	陽平					1/1	1/1
054.0.13.0.11	11*		ch‘í	坻		꜁ch‘í	陽平					1/1	1/1
054.0.14.0.11	11*		ch‘í	蚳		꜁ch‘í	陽平					1/1	1/1
054.0.15.0.11	11*		ch‘í	池		꜁ch‘í	陽平					1/1	1/1
054.0.16.0.11	11*		ch‘í	馳		꜁ch‘í	陽平					1/1	1/1
054.0.17.0.11	11*		ch‘í	持		꜁ch‘í	陽平					1/1	1/1
054.0.18.0.11	11*		ch‘í	篪		꜁ch‘í	陽平					1/1	1/1
054.0.19.0.11	11*		ch‘í	踟		꜁ch‘í	陽平					1/1	1/1
054.0.20.0.11	11*		ch‘í	始		꜂ch‘í	陰上					1/1	1/1
054.0.21.0.11	11*		ch‘í	弛		꜂ch‘í	陰上					1/1	1/1
054.0.22.0.11	12*		ch‘í	杝|柂		꜂ch‘í	陰上					1/1	1/1
054.0.23.0.11	12*		ch‘í	恥|耻		꜂ch‘í	陰上					1/1	1/1
054.0.24.0.11	12*		ch‘í	齒		꜂ch‘í	陰上					1/1	1/1
054.0.25.0.11	12*		ch‘í	侈		꜂ch‘í	陰上					1/1	1/1
054.0.26.0.11	12*		ch‘í	哆		꜂ch‘í	陰上					1/1	1/1
054.0.27.0.11	12*		ch‘í	豕		꜂ch‘í	陰上					1/1	1/1
054.0.28.0.11	12*		ch‘í	矢		꜂ch‘í	陰上					1/1	1/1
054.0.29.0.11	12*		ch‘í	熾		ch‘í꜄	陰去					1/1	1/1
054.0.30.0.11	12*		ch‘í	幟		ch‘í꜄	陰去					1/1	1/1
054.0.31.0.11	12*		ch‘í	啻		ch‘í꜄	陰去					1/1	1/1
054.0.32.0.11	12*		ch‘í	翅|翄		ch‘í꜄	陰去					1/1	1/1
054.0.33.0.11	12*		ch‘í	懥		ch‘í꜄	陰去					1/1	1/1
054.0.34.0.11	12*		ch‘í	饎|糦		ch‘í꜄	陰去					1/1	1/1
055.0.01.0.11	13*		chik	職		chik꜆	陰入					1/1	1/1
055.0.02.0.11	13*		chik	織		chik꜆	陰入					1/1	1/1
055.0.03.0.11	13*		chik	陟		chik꜆	陰入					1/1	1/1
055.0.04.0.11	13*		chik	直		chik꜇	陽入					1/1	1/1
055.0.05.0.11	13*		chik	值		chik꜇	陽入					1/1	1/1
055.0.06.0.11	13*		chik	殖		chik꜇	陽入					1/1	1/1
055.0.07.0.11	13*		chik	植		chik꜇	陽入					1/1	1/1
055.0.08.0.11	14*		chik	埴		chik꜇	陽入					1/1	1/1
055.0.09.0.11	14*		chik	稙		chik꜇	陽入					1/1	1/1
055.0.10.0.11	14*		chik	摭|拓		chik꜇	陽入					1/1	1/1
055.0.11.0.11	14*		chik	湜		chik꜇	陽入					1/1	1/1
055.0.12.0.11	14*	713	chik	隻		chik꜇	陽入					1/1	1/2
055.0.12.0.12	14*	713	chik	隻		chek꜇	陽入	USUALLY_PRO				1/1	2/2
055.0.13.0.11	14*		chik	蹠|跖		chik꜇	陽入					1/1	1/2
055.0.13.0.12	14*		chik	蹠|跖		chek꜇	陽入	USUALLY_PRO				1/1	2/2
055.0.14.0.11	14*		chik	炙		chik꜇	陽入					1/1	1/2
055.0.14.0.12	14*		chik	炙		chek꜇	陽入	USUALLY_PRO				1/1	2/2
056.0.01.0.11	14*		ch‘ik	赤		ch‘ik꜆	陰入					1/1	1/1
056.0.02.0.11	14*		ch‘ik	勅|敕		ch‘ik꜆	陰入					1/1	1/1
056.0.03.0.11	14*		ch‘ik	斥		ch‘ik꜆	陰入					1/1	1/1
056.0.04.0.11	15*		ch‘ik	叱		ch‘ik꜆	陰入					1/1	1/1
056.0.05.0.11	15*		ch‘ik	蟄		ch‘ik꜆	陰入					1/1	1/1
056.0.06.0.11	15*		ch‘ik	鷘		ch‘ik꜆	陰入					1/1	1/1
056.0.07.0.11	15*		ch‘ik	尺		ch‘ik꜇	陽入					1/1	1/2
056.0.07.0.12	15*		ch‘ik	尺		ch‘ek꜇	陽入	USUALLY_PRO				1/1	2/2
057.0.01.0.11	15*		chím	占		꜀chím	陰平					1/1	1/1
057.0.02.0.11	15*		chím	沾		꜀chím	陰平					1/1	1/1
057.0.03.0.11	15*		chím	霑		꜀chím	陰平					1/1	1/1
057.0.04.0.11	15*		chím	覘		꜀chím	陰平					1/1	1/1
057.0.05.0.11	15*		chím	粘		꜀chím	陰平					1/1	1/1
057.0.06.0.11	16*		chím	黏		꜀chím	陰平					1/1	1/1
057.0.07.0.11	16*		chím	詹		꜀chím	陰平					1/1	1/1
057.0.08.0.11	16*		chím	瞻		꜀chím	陰平					1/1	1/1
057.0.09.0.11	16*		chím	襜		꜀chím	陰平					1/1	1/1
057.0.10.0.11	16*		chím	幨		꜀chím	陰平					1/1	1/1
057.0.11.0.11	16*		chím	譫		꜀chím	陰平					1/1	1/1
057.0.12.0.11	16*		chím	䠨		꜀chím	陰平					1/1	1/1
057.0.13.0.11	16*		chím	占|佔		chím꜄	陰去					1/1	1/1
058.0.01.0.11	16*		ch‘ím	諂|𨶒	閻	꜂ch‘ím	陰上					1/1	1/1
059.0.01.0.11	16*		chín	旃		꜀chín	陰平					1/1	1/1
059.0.02.0.11	16*		chín	儃		꜀chín	陰平					1/1	1/1
059.0.03.0.11	16*		chín	毡|氊		꜀chín	陰平					1/1	1/1
059.0.04.0.11	17*		chín	皽		꜀chín	陰平					1/1	1/1
059.0.05.0.11	17*		chín	羶		꜀chín	陰平					1/1	1/1
059.0.06.0.11	17*		chín	邅		꜀chín	陰平					1/1	1/1
059.0.07.0.11	17*		chín	顫		꜀chín	陰平					1/1	1/1
059.0.08.0.11	17*		chín	饘		꜀chín	陰平					1/1	1/1
059.0.09.0.11	17*		chín	鱣		꜀chín	陰平					1/1	1/1
059.0.10.0.11	17*		chín	鸇		꜀chín	陰平					1/1	1/1
059.0.11.0.11	17*		chín	展		꜂chín	陰上					1/1	1/1
059.0.12.0.11	17*		chín	碾		꜂chín	陰上					1/1	1/1
059.0.13.0.11	17*		chín	輾		꜂chín	陰上					1/1	1/1
059.0.14.0.11	17*		chín	闡		꜂chín	陰上					1/1	1/1
059.0.15.0.11	17*		chín	戰		chín꜄	陰去					1/1	1/1
060.0.01.0.11	17*		ch‘ín	廛		꜁ch‘ín	陽平					1/1	1/1
060.0.02.0.11	17*		ch‘ín	纏		꜁ch‘ín	陽平					1/1	1/1
060.0.03.0.11	18*		ch‘ín	躔		꜁ch‘ín	陽平					1/1	1/1
061.0.01.0.11	18*		ching	正		꜀ching	陰平					1/1	1/1
061.0.02.0.11	18*		ching	征		꜀ching	陰平					1/1	1/1
061.0.03.0.11	18*		ching	貞		꜀ching	陰平					1/1	1/1
061.0.04.0.11	18*		ching	偵		꜀ching	陰平					1/1	1/1
061.0.05.0.11	18*		ching	楨		꜀ching	陰平					1/1	1/1
061.0.06.0.11	18*		ching	禎		꜀ching	陰平					1/1	1/1
061.0.07.0.11	18*		ching	烝		꜀ching	陰平					1/1	1/1
061.0.08.0.11	18*		ching	蒸		꜀ching	陰平					1/2	1/1
061.0.08.0.21	18*		ching	蒸		ching꜄	陰去					2/2	1/1
061.0.09.0.11	18*		ching	蒸		ching꜄	陰去					1/1	1/1
061.0.10.0.11	19*		ching	徵		꜀ching	陰平					1/1	1/1
061.0.11.0.11	19*		ching	癥		꜀ching	陰平					1/1	1/1
061.0.12.0.11	19*		ching	鉦		꜀ching	陰平					1/1	1/1
061.0.13.0.11	19*		ching	整		꜂ching	陰上					1/1	1/2
061.0.13.0.12	19*		ching	整		꜂cheng	陰上	OFTEN_PRO				1/1	2/2
061.0.14.0.11	19*		ching	正		ching꜄	陰去					1/1	1/2
061.0.14.0.12	19*		ching	正		꜂cheng	陰上	OFTEN_PRO				1/1	2/2
061.0.15.0.11	20*		ching	政		ching꜄	陰去					1/1	1/1
061.0.16.0.11	20*		ching	證		ching꜄	陰去					1/1	1/1
061.0.17.0.11	20*		ching	証		ching꜄	陰去					1/1	1/1
061.0.18.0.11	20*		ching	症		ching꜄	陰去					1/1	1/1
062.0.01.0.11	20*		ch‘ing	稱		꜀ch‘ing	陰平					1/1	1/1
062.0.02.0.11	20*		ch‘ing	秤		꜀ch‘ing	陰平					1/1	1/1
062.0.03.0.11	20*		ch‘ing	程		꜁ch‘ing	陽平					1/1	1/1
062.0.04.0.11	20*		ch‘ing	呈		꜁ch‘ing	陽平					1/1	1/1
062.0.05.0.11	21*		ch‘ing	裎		꜁ch‘ing	陽平					1/1	1/1
062.0.06.0.11	21*		ch‘ing	埕		꜁ch‘ing	陽平					1/1	1/1
062.0.07.0.11	21*		ch‘ing	酲		꜁ch‘ing	陽平					1/1	1/1
062.0.08.0.11	21*		ch‘ing	惩|懲		꜁ch‘ing	陽平					1/1	1/1
062.0.09.0.11	21*		ch‘ing	瞪		꜁ch‘ing	陽平					1/1	1/1
062.0.10.0.11	21*		ch‘ing	澄		꜁ch‘ing	陽平					1/1	1/1
062.0.11.0.11	21*		ch‘ing	逞		꜂ch‘ing	陰上					1/1	1/1
062.0.12.0.11	21*		ch‘ing	郢		꜂ch‘ing	陰上					1/1	1/1
062.0.13.0.11	21*		ch‘ing	拯		꜂ch‘ing	陰上					1/1	1/1
062.0.14.0.11	21*		ch‘ing	赬		꜂ch‘ing	陰上					1/1	1/1
062.0.15.0.11	21*		ch‘ing	檉		꜂ch‘ing	陰上					1/1	1/1
062.0.16.0.11	21*		ch‘ing	蟶		꜂ch‘ing	陰上					1/1	1/1
062.0.17.0.11	21*		ch‘ing	稱		ch‘ing꜄	陰去					1/1	1/1
062.0.18.0.11	21*		ch‘ing	鄭		ch‘ing꜅	陽去					1/1	1/1
063.0.01.0.11	22*		chíp	摺		chíp꜆	陰入					1/1	1/1
063.0.02.0.11	22*		chíp	囁		chíp꜆	陰入					1/1	1/1
063.0.03.0.11	22*		chíp	慴		chíp꜆	陰入					1/1	1/1
063.0.04.0.11	22*		chíp	襵		chíp꜆	陰入					1/1	1/1
063.0.05.0.11	22*		chíp	褶		chíp꜆	陰入					1/1	1/1
063.0.06.0.11	22*		chíp	輒		chíp꜆	陰入					1/1	1/1
064.0.01.0.11	22*		chít	折		chít꜆	陰入					1/1	1/1
064.0.02.0.11	22*		chít	哲|喆		chít꜆	陰入					1/1	1/1
064.0.03.0.11	23*		chít	浙		chít꜆	陰入				原書字頭作「淅」	1/1	1/1
064.0.04.0.11	23*		chít	蜇		chít꜆	陰入					1/1	1/1
065.0.01.0.11	23*		ch‘ít	設		ch‘ít꜆	陰入					1/1	1/1
065.0.02.0.11	23*		ch‘ít	徹		ch‘ít꜆	陰入					1/1	1/1
065.0.03.0.11	23*		ch‘ít	撤		ch‘ít꜆	陰入					1/1	1/1
065.0.04.0.11	23*		ch‘ít	澈		ch‘ít꜆	陰入					1/1	1/1
065.0.05.0.11	23*		ch‘ít	轍		ch‘ít꜆	陰入					1/1	1/1
065.0.06.0.11	23*		ch‘ít	掣		ch‘ít꜆	陰入					1/1	1/1
066.0.01.0.11	23*		chiú	朝|晁		꜀chiú	陰平					1/1	1/1
066.0.02.0.11	24*		chiú	招		꜀chiú	陰平					1/1	1/1
066.0.03.0.11	24*		chiú	沼		꜀chiú	陰平					1/1	1/1
066.0.04.0.11	24*		chiú	照|炤		chiú꜄	陰去					1/1	1/1
066.0.05.0.11	24*		chiú	詔		chiú꜄	陰去					1/1	1/1
066.0.06.0.11	24*		chiú	召		chiú꜅	陽去					1/1	1/1
066.0.07.0.11	24*		chiú	趙		chiú꜅	陽去					1/1	1/1
066.0.08.0.11	24*		chiú	兆		chiú꜅	陽去					1/1	1/1
066.0.09.0.11	24*		chiú	齸		chiú꜅	陽去					1/1	1/1
066.0.10.0.11	24*		chiú	旐		chiú꜅	陽去					1/1	1/1
067.0.01.0.11	25*		ch‘iú	昭		꜀ch‘iú	陰平					1/1	1/1
067.0.02.0.11	25*		ch‘iú	弨		꜀ch‘iú	陰平					1/1	1/1
067.0.03.0.11	25*		ch‘iú	超		꜀ch‘iú	陰平					1/1	1/1
067.0.04.0.11	25*		ch‘iú	釗		꜀ch‘iú	陰平					1/1	1/1
067.0.05.0.11	25*		ch‘iú	潮		꜁ch‘iú	陽平					1/1	1/1
067.0.06.0.11	25*		ch‘iú	朝		꜁ch‘iú	陽平					1/1	1/1
068.0.01.0.11	25*		cho	爼		꜂cho	陰上					1/1	1/1
068.0.02.0.11	25*		cho	阻		꜂cho	陰上					1/1	1/1
068.0.03.0.11	26*		cho	岨		꜂cho	陰上					1/1	1/1
068.0.04.0.11	26*		cho	詛		cho꜄	陰去					1/1	1/3
068.0.04.0.12	26*		cho	詛		chù꜄	陰去	ALSO_PRO				1/1	2/3
068.0.04.0.13	26*		cho	詛		chü꜄	陰去	ALSO_PRO				1/1	3/3
068.0.05.0.11	26*		cho	助		cho꜅	陽去					1/1	1/1
069.0.01.0.11	26*		ch‘o	初		꜀ch‘o	陰平					1/1	1/1
069.0.02.0.11	26*		ch‘o	唨		꜀ch‘o	陰平					1/1	1/1
069.0.03.0.11	26*		ch‘o	芻		꜀ch‘o	陰平					1/1	1/1
069.0.04.0.11	26*		ch‘o	雛		꜁ch‘o	陽平					1/1	1/1
069.0.05.0.11	26*		ch‘o	鉏|鋤		꜁ch‘o	陽平					1/1	1/1
069.0.06.0.11	26*		ch‘o	楚		꜂ch‘o	陰上					1/1	1/1
069.0.07.0.11	26*		ch‘o	憷		꜂ch‘o	陰上					1/1	1/1
069.0.08.0.11	26*		ch‘o	礎		꜂ch‘o	陰上					1/1	1/1
070.0.01.0.11	26*		chok	濯		chok꜇	陽入					1/1	1/1
071.0.01.0.11	27*		chong	莊		꜀chong	陰平					1/1	1/1
071.0.02.0.11	27*		chong	庄		꜀chong	陰平					1/1	1/1
071.0.03.0.11	27*		chong	粧|妝		꜀chong	陰平					1/1	1/1
071.0.04.0.11	27*		chong	裝		꜀chong	陰平					1/1	1/1
071.0.05.0.11	27*		chong	樁		꜀chong	陰平					1/1	1/1
071.0.06.0.11	27*		chong	䚎		꜀chong	陰平					1/1	1/1
071.0.07.0.11	27*		chong	桩		꜀chong	陰平					1/1	1/1
071.0.08.0.11	28*		chong	幢		꜁chong	陽平					1/1	1/1
071.0.09.0.11	28*		chong	壯		chong꜄	陰去					1/1	1/1
071.0.10.0.11	28*		chong	狀		chong꜅	陽去					1/1	1/1
071.0.11.0.11	28*		chong	撞		chong꜅	陽去					1/1	1/1
072.0.01.0.11	28*		ch‘ong	創|刅		꜀ch‘ong	陰平					1/1	1/1
072.0.02.0.11	28*		ch‘ong	瘡		꜀ch‘ong	陰平					1/1	1/1
072.0.03.0.11	28*		ch‘ong	床|牀		꜁ch‘ong	陽平					1/1	1/1
072.0.04.0.11	29*		ch‘ong	厰	廠	꜂ch‘ong	陰上					1/1	1/1
072.0.05.0.11	29*		ch‘ong	𢠵		꜂ch‘ong	陰上					1/1	1/1
072.0.06.0.11	29*		ch‘ong	昶		꜂ch‘ong	陰上					1/1	1/1
072.0.07.0.11	29*		ch‘ong	闖		꜂ch‘ong	陰上					1/1	1/1
072.0.08.0.11	29*		ch‘ong	愴		꜂ch‘ong	陰上					1/1	1/1
072.0.09.0.11	29*		ch‘ong	創|剙		ch‘ong꜄	陰去					1/1	1/1
073.0.01.0.11	29*		chü	諸		꜀chü	陰平					1/1	1/1
073.0.02.0.11	29*		chü	猪	豬	꜀chü	陰平					1/1	1/1
073.0.03.0.11	29*		chü	瀦		꜀chü	陰平					1/1	1/1
073.0.04.0.11	29*		chü	朱		꜀chü	陰平					1/1	1/1
073.0.05.0.11	30*		chü	侏		꜀chü	陰平					1/1	1/1
073.0.06.0.11	30*		chü	株		꜀chü	陰平					1/1	1/1
073.0.07.0.11	30*		chü	洙		꜀chü	陰平					1/1	1/1
073.0.08.0.11	30*		chü	珠		꜀chü	陰平					1/1	1/1
073.0.09.0.11	30*		chü	硃		꜀chü	陰平					1/1	1/1
073.0.10.0.11	30*		chü	祩		꜀chü	陰平					1/1	1/1
073.0.11.0.11	30*		chü	䏭		꜀chü	陰平					1/1	1/1
073.0.12.0.11	30*		chü	茱		꜀chü	陰平					1/1	1/1
